pH,,7.4,7.4,7.4,7.4,7.4,8.4,8.4,8.4,8.4,8.4
,,"Epa
(V)","Ipa
(µA)","Epc
(V)","Ipc
(µA)","Ipc/Ipa
Ratio","Epa
(V)","Ipa
(µA)","Epc
(V)","Ipc
(µA)","Ipc/Ipa
Ratio"
Electrode,Scan Rate (mV/s),,,,,,,,,,
Au,10,0.31494140625,8.36181640625,-0.33447265625,-1.07391357421875,0.12843065693430655,0.341796875,9.6893310546875,-0.33935546875,-0.6927490234375,0.07149606299212599
Au,15,0.29296875,10.0616455078125,-0.33935546875,-1.768798828125,0.17579617834394903,0.322265625,10.9954833984375,-0.33447265625,-1.2445068359375,0.1131834582292534
Au,20,0.2978515625,11.2884521484375,-0.322265625,-2.342529296875,0.2075155447418221,0.3173828125,12.6312255859375,-0.33447265625,-0.77362060546875,0.061246677941531776
Au,50,0.28564453125,17.1630859375,-0.3125,-3.39202880859375,0.19763513513513514,0.33935546875,18.6798095703125,-0.33935546875,-3.631591796875,0.19441267766704787
Au,100,0.322265625,24.89013671875,-0.3369140625,-5.206298828125,0.2091711623344777,0.3564453125,26.8096923828125,-0.361328125,-4.9346923828125,0.18406374501992034
GC,10,0.2685546875,28.607177734375,-0.3076171875,-6.6131591796875,0.23117132494132708,0.33447265625,29.99267578125,-0.3564453125,-1.470947265625,0.049043549043549045
GC,15,0.2783203125,34.307861328125,-0.3173828125,-9.4512939453125,0.2754847891834193,0.25146484375,39.5477294921875,-0.33203125,-2.5555419921875,0.06461918357897985
GC,20,0.2197265625,43.048095703125,-0.2978515625,-9.0118408203125,0.20934354175528144,0.2880859375,43.603515625,-0.322265625,-6.939697265625,0.15915453527435608
GC,50,0.2880859375,58.319091796875,-0.32470703125,-13.9984130859375,0.2400313971742543,0.3271484375,66.83349609375,-0.34423828125,-12.5091552734375,0.1871689497716895
GC,100,0.2685546875,83.67919921875,-0.32470703125,-17.1722412109375,0.20521517140773157,0.29296875,92.681884765625,-0.33935546875,-17.4530029296875,0.18831083305893973
